5-7年经验,本科,宁波,电子技术,9.01k-12.51k,,,,,,,,,,
无工作经验,无,上海,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,无,杭州,互联网,5.5k-7.01k,,,,,,,,,,
3-4年经验,大专,广州,计算机软件,excel,BI,mysql,tableau,5.5k-7.01k,,,,,,
1年经验,本科,深圳,互联网,ppt,5.5k-7.01k,,,,,,,,,
无工作经验,无,合肥,计算机软件,<5.5k,,,,,,,,,,
无工作经验,无,南通,银行,5.5k-7.01k,,,,,,,,,,
2年经验,大专,成都,服装,<5.5k,,,,,,,,,,
无工作经验,无,常熟,互联网,excel,<5.5k,,,,,,,,,
无工作经验,本科,广州,计算机软件,<5.5k,,,,,,,,,,
无工作经验,无,金华,多元化业务集团公司,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,深圳,电子技术,python,sas,BI,7.01k-9.01k,,,,,,,
无工作经验,无,杭州,快速消费品(食品、饮料、化妆品),7.01k-9.01k,,,,,,,,,,
2年经验,大专,上海,服装,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,杭州,通信,python,sas,<5.5k,,,,,,,,
1年经验,大专,武汉,法律,<5.5k,,,,,,,,,,
无工作经验,大专,广州,金融,<5.5k,,,,,,,,,,
无工作经验,无,济南,专业服务(咨询、人力资源、财会),7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,上海,互联网,python,sas,hadoop,BI,java,hive,tableau,>=12.51k,,,
无工作经验,本科,西安,互联网,<5.5k,,,,,,,,,,
无工作经验,大专,广州,金融,<5.5k,,,,,,,,,,
2年经验,大专,广州,机械,<5.5k,,,,,,,,,,
2年经验,大专,广州,互联网,excel,ppt,5.5k-7.01k,,,,,,,,
1年经验,大专,佛山,服装,<5.5k,,,,,,,,,,
5-7年经验,本科,深圳,计算机软件,excel,ppt,spss,>=12.51k,,,,,,,
3-4年经验,本科,上海,互联网,excel,ppt,9.01k-12.51k,,,,,,,,
3-4年经验,本科,上海,快速消费品(食品、饮料、化妆品),BI,>=12.51k,,,,,,,,,
3-4年经验,本科,上海,互联网,python,sas,hadoop,java,hive,>=12.51k,,,,,
无工作经验,无,北京,影视,BI,9.01k-12.51k,,,,,,,,,
无工作经验,无,广州,金融,<5.5k,,,,,,,,,,
无工作经验,高中,广州,金融,7.01k-9.01k,,,,,,,,,,
1年经验,大专,西安,医疗,5.5k-7.01k,,,,,,,,,,
无工作经验,本科,上海,计算机软件,excel,hadoop,BI,java,9.01k-12.51k,,,,,,
无工作经验,无,成都,交通,5.5k-7.01k,,,,,,,,,,
无工作经验,无,上海,专业服务(咨询、人力资源、财会),excel,7.01k-9.01k,,,,,,,,,
无工作经验,无,北京,教育,>=12.51k,,,,,,,,,,
1年经验,本科,深圳,网络游戏,excel,mysql,7.01k-9.01k,,,,,,,,
2年经验,本科,上海,计算机软件,9.01k-12.51k,,,,,,,,,,
无工作经验,大专,北京,家居,excel,<5.5k,,,,,,,,,
1年经验,大专,合肥,服装,<5.5k,,,,,,,,,,
5-7年经验,本科,南京,计算机软件,python,sas,hadoop,java,>=12.51k,,,,,,
无工作经验,硕士,上海,计算机软件,>=12.51k,,,,,,,,,,
3-4年经验,本科,深圳,互联网,excel,python,sas,ppt,spss,9.01k-12.51k,,,,,
1年经验,本科,上海,互联网,7.01k-9.01k,,,,,,,,,,
1年经验,大专,北京,金融,9.01k-12.51k,,,,,,,,,,
1年经验,大专,广州,计算机软件,excel,ppt,<5.5k,,,,,,,,
无工作经验,无,广州,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,本科,广州,广告,excel,python,sas,ppt,<5.5k,,,,,,
1年经验,大专,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,深圳,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,上海,专业服务(咨询、人力资源、财会),python,sas,>=12.51k,,,,,,,,
无工作经验,无,广州,金融,excel,5.5k-7.01k,,,,,,,,,
无工作经验,高中,深圳,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,东莞,服装,7.01k-9.01k,,,,,,,,,,
无工作经验,无,合肥,专业服务(咨询、人力资源、财会),5.5k-7.01k,,,,,,,,,,
无工作经验,大专,广州,专业服务(咨询、人力资源、财会),5.5k-7.01k,,,,,,,,,,
2年经验,本科,深圳,外包服务,excel,BI,5.5k-7.01k,,,,,,,,
1年经验,大专,广州,服装,excel,<5.5k,,,,,,,,,
无工作经验,高中,合肥,多元化业务集团公司,5.5k-7.01k,,,,,,,,,,
无工作经验,无,合肥,银行,<5.5k,,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,合肥,外包服务,<5.5k,,,,,,,,,,
无工作经验,大专,深圳,互联网,<5.5k,,,,,,,,,,
5-7年经验,本科,厦门,计算机软件,python,sas,hadoop,java,hive,>=12.51k,,,,,
2年经验,本科,上海,快速消费品(食品、饮料、化妆品),7.01k-9.01k,,,,,,,,,,
无工作经验,大专,杭州,服装,excel,<5.5k,,,,,,,,,
1年经验,大专,武汉,餐饮业,excel,python,sas,spss,<5.5k,,,,,,
无工作经验,无,武汉,仪器仪表,python,sas,7.01k-9.01k,,,,,,,,
无工作经验,高中,广州,金融,9.01k-12.51k,,,,,,,,,,
无工作经验,无,东莞,多元化业务集团公司,BI,9.01k-12.51k,,,,,,,,,
无工作经验,无,东莞,互联网,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,深圳,专业服务(咨询、人力资源、财会),spss,5.5k-7.01k,,,,,,,,,
1年经验,本科,北京,计算机软件,hadoop,hive,>=12.51k,,,,,,,,
3-4年经验,大专,佛山,石油,excel,ppt,7.01k-9.01k,,,,,,,,
无工作经验,大专,武汉,交通,BI,<5.5k,,,,,,,,,
无工作经验,无,广州,中介服务,5.5k-7.01k,,,,,,,,,,
无工作经验,无,上海,专业服务(咨询、人力资源、财会),python,sas,BI,>=12.51k,,,,,,,
无工作经验,无,深圳,多元化业务集团公司,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,网络游戏,9.01k-12.51k,,,,,,,,,,
1年经验,无,东莞,服装,excel,<5.5k,,,,,,,,,
1年经验,无,上海,服装,excel,ppt,BI,5.5k-7.01k,,,,,,,
无工作经验,无,佛山,批发,excel,<5.5k,,,,,,,,,
无工作经验,本科,上海,贸易,excel,ppt,5.5k-7.01k,,,,,,,,
2年经验,大专,南京,计算机软件,mysql,9.01k-12.51k,,,,,,,,,
无工作经验,无,合肥,建筑,excel,ppt,5.5k-7.01k,,,,,,,,
无工作经验,本科,上海,互联网,excel,python,sas,spss,BI,tableau,>=12.51k,,,,
无工作经验,无,武汉,金融,9.01k-12.51k,,,,,,,,,,
无工作经验,本科,广州,服装,excel,tableau,<5.5k,,,,,,,,
无工作经验,本科,佛山,互联网,5.5k-7.01k,,,,,,,,,,
无工作经验,无,北京,医疗,excel,BI,9.01k-12.51k,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,广州,保险,hadoop,>=12.51k,,,,,,,,,
无工作经验,大专,成都,专业服务(咨询、人力资源、财会),excel,5.5k-7.01k,,,,,,,,,
2年经验,本科,上海,专业服务(咨询、人力资源、财会),excel,python,sas,BI,9.01k-12.51k,,,,,,
无工作经验,大专,佛山,影视,excel,ppt,<5.5k,,,,,,,,
无工作经验,大专,重庆,互联网,excel,<5.5k,,,,,,,,,
无工作经验,大专,重庆,计算机软件,excel,spss,<5.5k,,,,,,,,
无工作经验,本科,深圳,计算机服务(系统、数据服务、维修),python,sas,spss,<5.5k,,,,,,,
无工作经验,无,杭州,互联网,excel,<5.5k,,,,,,,,,
无工作经验,高中,重庆,学术,excel,spss,<5.5k,,,,,,,,
无工作经验,本科,北京,专业服务(咨询、人力资源、财会),<5.5k,,,,,,,,,,
无工作经验,大专,长沙,多元化业务集团公司,excel,spss,<5.5k,,,,,,,,
无工作经验,无,北京,广告,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,合肥,互联网,<5.5k,,,,,,,,,,
无工作经验,大专,上海,快速消费品(食品、饮料、化妆品),5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,北京,互联网,ppt,>=12.51k,,,,,,,,,
无工作经验,大专,重庆,建筑,<5.5k,,,,,,,,,,
无工作经验,无,大连,教育,<5.5k,,,,,,,,,,
无工作经验,大专,重庆,美容,excel,<5.5k,,,,,,,,,
无工作经验,无,合肥,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,无,上海,计算机服务(系统、数据服务、维修),python,sas,java,>=12.51k,,,,,,,
2年经验,本科,北京,医疗设备,excel,9.01k-12.51k,,,,,,,,,
无工作经验,大专,杭州,互联网,excel,9.01k-12.51k,,,,,,,,,
无工作经验,无,合肥,通信,5.5k-7.01k,,,,,,,,,,
无工作经验,大专,北京,专业服务(咨询、人力资源、财会),excel,ppt,5.5k-7.01k,,,,,,,,
1年经验,无,海宁,服装,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,互联网,excel,ppt,<5.5k,,,,,,,,
无工作经验,高中,成都,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,无,广州,石油,5.5k-7.01k,,,,,,,,,,
5-7年经验,本科,广州,计算机软件,hadoop,>=12.51k,,,,,,,,,
1年经验,本科,广州,批发,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,长春,计算机服务(系统、数据服务、维修),hadoop,mysql,hive,9.01k-12.51k,,,,,,,
3-4年经验,本科,北京,航天,>=12.51k,,,,,,,,,,
无工作经验,大专,北京,金融,9.01k-12.51k,,,,,,,,,,
2年经验,大专,广州,互联网,excel,5.5k-7.01k,,,,,,,,,
无工作经验,高中,哈尔滨,计算机软件,<5.5k,,,,,,,,,,
1年经验,本科,上海,制药,9.01k-12.51k,,,,,,,,,,
无工作经验,无,合肥,通信,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,深圳,制药,excel,ppt,<5.5k,,,,,,,,
3-4年经验,大专,杭州,计算机软件,mysql,java,>=12.51k,,,,,,,,
无工作经验,无,武汉,互联网,excel,<5.5k,,,,,,,,,
3-4年经验,本科,郑州,计算机软件,python,sas,hadoop,java,hive,7.01k-9.01k,,,,,
3-4年经验,本科,昆明,快速消费品(食品、饮料、化妆品),spss,BI,9.01k-12.51k,,,,,,,,
无工作经验,本科,北京,制药,python,sas,9.01k-12.51k,,,,,,,,
5-7年经验,硕士,上海,建筑,python,sas,>=12.51k,,,,,,,,
3-4年经验,本科,上海,金融,excel,python,sas,spss,>=12.51k,,,,,,
5-7年经验,本科,上海,互联网,hadoop,hive,>=12.51k,,,,,,,,
无工作经验,本科,青岛,金融,excel,5.5k-7.01k,,,,,,,,,
1年经验,硕士,上海,制药,python,sas,java,9.01k-12.51k,,,,,,,
无工作经验,无,成都,多元化业务集团公司,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,深圳,批发,excel,ppt,5.5k-7.01k,,,,,,,,
无工作经验,本科,南昌,服装,<5.5k,,,,,,,,,,
无工作经验,大专,广州,贸易,<5.5k,,,,,,,,,,
无工作经验,大专,合肥,互联网,excel,<5.5k,,,,,,,,,
3-4年经验,本科,杭州,专业服务(咨询、人力资源、财会),excel,hive,>=12.51k,,,,,,,,
无工作经验,无,成都,通信,5.5k-7.01k,,,,,,,,,,
1年经验,本科,沈阳,金融,mysql,<5.5k,,,,,,,,,
无工作经验,大专,上海,电子技术,excel,ppt,<5.5k,,,,,,,,
2年经验,大专,广州,计算机软件,java,9.01k-12.51k,,,,,,,,,
无工作经验,无,武汉,互联网,excel,<5.5k,,,,,,,,,
无工作经验,无,成都,外包服务,5.5k-7.01k,,,,,,,,,,
无工作经验,本科,深圳,互联网,python,sas,<5.5k,,,,,,,,
无工作经验,无,北京,服装,excel,7.01k-9.01k,,,,,,,,,
无工作经验,本科,广州,贸易,excel,5.5k-7.01k,,,,,,,,,
无工作经验,高中,合肥,计算机软件,5.5k-7.01k,,,,,,,,,,
2年经验,本科,北京,网络游戏,python,sas,hadoop,mysql,7.01k-9.01k,,,,,,
无工作经验,无,昆山,外包服务,7.01k-9.01k,,,,,,,,,,
无工作经验,无,上海,金融,excel,ppt,9.01k-12.51k,,,,,,,,
3-4年经验,本科,深圳,快速消费品(食品、饮料、化妆品),excel,BI,9.01k-12.51k,,,,,,,,
3-4年经验,大专,广州,互联网,excel,ppt,7.01k-9.01k,,,,,,,,
2年经验,本科,泉州,服装,excel,spss,tableau,7.01k-9.01k,,,,,,,
无工作经验,大专,沈阳,互联网,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,武汉,互联网,5.5k-7.01k,,,,,,,,,,
2年经验,本科,苏州,家具,excel,7.01k-9.01k,,,,,,,,,
2年经验,大专,合肥,公关,excel,ppt,<5.5k,,,,,,,,
无工作经验,本科,南京,建筑,excel,>=12.51k,,,,,,,,,
5-7年经验,本科,柳州,计算机软件,>=12.51k,,,,,,,,,,
无工作经验,大专,广州,计算机软件,excel,ppt,5.5k-7.01k,,,,,,,,
3-4年经验,本科,郑州,计算机软件,hadoop,BI,hive,7.01k-9.01k,,,,,,,
2年经验,本科,厦门,金融,excel,<5.5k,,,,,,,,,
无工作经验,无,上海,制药,excel,ppt,BI,<5.5k,,,,,,,
1年经验,本科,苏州,计算机软件,python,sas,BI,tableau,9.01k-12.51k,,,,,,
无工作经验,高中,成都,专业服务(咨询、人力资源、财会),5.5k-7.01k,,,,,,,,,,
5-7年经验,本科,大连,计算机服务(系统、数据服务、维修),BI,7.01k-9.01k,,,,,,,,,
无工作经验,无,合肥,教育,5.5k-7.01k,,,,,,,,,,
1年经验,大专,上海,多元化业务集团公司,excel,python,sas,spss,7.01k-9.01k,,,,,,
3-4年经验,本科,上海,计算机软件,>=12.51k,,,,,,,,,,
无工作经验,无,佛山,影视,excel,<5.5k,,,,,,,,,
3-4年经验,大专,广州,广告,5.5k-7.01k,,,,,,,,,,
2年经验,本科,长沙,互联网,python,sas,<5.5k,,,,,,,,
无工作经验,无,上海,交通,ppt,5.5k-7.01k,,,,,,,,,
1年经验,大专,深圳,互联网,excel,<5.5k,,,,,,,,,
无工作经验,本科,佛山,房地产,excel,ppt,<5.5k,,,,,,,,
3-4年经验,大专,杭州,服装,9.01k-12.51k,,,,,,,,,,
2年经验,大专,苏州,原材料和加工,BI,<5.5k,,,,,,,,,
无工作经验,本科,成都,汽车及零配件,excel,mysql,7.01k-9.01k,,,,,,,,
无工作经验,大专,长沙,互联网,<5.5k,,,,,,,,,,
1年经验,本科,包头,机械,excel,ppt,<5.5k,,,,,,,,
1年经验,硕士,上海,计算机软件,python,sas,hadoop,hive,>=12.51k,,,,,,
无工作经验,本科,上海,航天,BI,9.01k-12.51k,,,,,,,,,
无工作经验,大专,厦门,计算机软件,<5.5k,,,,,,,,,,
2年经验,无,上海,家具,7.01k-9.01k,,,,,,,,,,
无工作经验,无,北京,交通,<5.5k,,,,,,,,,,
5-7年经验,本科,深圳,房地产,excel,python,sas,spss,hadoop,BI,mysql,java,>=12.51k,,
3-4年经验,本科,杭州,计算机软件,hive,9.01k-12.51k,,,,,,,,,
1年经验,大专,上海,医疗设备,BI,9.01k-12.51k,,,,,,,,,
无工作经验,大专,成都,多元化业务集团公司,excel,ppt,<5.5k,,,,,,,,
无工作经验,大专,西安,互联网,<5.5k,,,,,,,,,,
无工作经验,大专,上海,快速消费品(食品、饮料、化妆品),excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,合肥,互联网,<5.5k,,,,,,,,,,
1年经验,本科,宁波,汽车及零配件,excel,tableau,5.5k-7.01k,,,,,,,,
无工作经验,无,成都,计算机软件,5.5k-7.01k,,,,,,,,,,
1年经验,本科,广州,电气,excel,7.01k-9.01k,,,,,,,,,
3-4年经验,本科,上海,互联网,9.01k-12.51k,,,,,,,,,,
无工作经验,大专,郑州,互联网,<5.5k,,,,,,,,,,
1年经验,大专,合肥,制药,excel,spss,<5.5k,,,,,,,,
3-4年经验,本科,上海,教育,excel,spss,7.01k-9.01k,,,,,,,,
2年经验,大专,深圳,服装,excel,ppt,5.5k-7.01k,,,,,,,,
1年经验,大专,深圳,餐饮业,<5.5k,,,,,,,,,,
1年经验,本科,成都,互联网,excel,5.5k-7.01k,,,,,,,,,
无工作经验,本科,上海,专业服务(咨询、人力资源、财会),python,sas,spss,BI,9.01k-12.51k,,,,,,
无工作经验,本科,广州,计算机软件,python,sas,hadoop,java,hive,7.01k-9.01k,,,,,
无工作经验,无,上海,快速消费品(食品、饮料、化妆品),excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,成都,专业服务(咨询、人力资源、财会),5.5k-7.01k,,,,,,,,,,
3-4年经验,大专,武汉,石油,<5.5k,,,,,,,,,,
无工作经验,无,上海,互联网,excel,ppt,9.01k-12.51k,,,,,,,,
2年经验,大专,上海,计算机软件,mysql,>=12.51k,,,,,,,,,
无工作经验,无,海口,家居,<5.5k,,,,,,,,,,
无工作经验,大专,上海,酒店,<5.5k,,,,,,,,,,
无工作经验,大专,广州,服装,excel,5.5k-7.01k,,,,,,,,,
1年经验,大专,南京,医疗,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,济南,互联网,<5.5k,,,,,,,,,,
2年经验,大专,玉溪,通信,excel,ppt,<5.5k,,,,,,,,
无工作经验,大专,合肥,金融,<5.5k,,,,,,,,,,
1年经验,大专,广州,服装,excel,5.5k-7.01k,,,,,,,,,
无工作经验,大专,上海,专业服务(咨询、人力资源、财会),excel,7.01k-9.01k,,,,,,,,,
2年经验,本科,上海,汽车及零配件,python,sas,9.01k-12.51k,,,,,,,,
1年经验,本科,深圳,计算机软件,excel,hive,7.01k-9.01k,,,,,,,,
2年经验,本科,杭州,批发,excel,ppt,BI,7.01k-9.01k,,,,,,,
无工作经验,无,成都,计算机软件,5.5k-7.01k,,,,,,,,,,
1年经验,本科,成都,网络游戏,7.01k-9.01k,,,,,,,,,,
2年经验,大专,长沙,金融,<5.5k,,,,,,,,,,
无工作经验,无,成都,专业服务(咨询、人力资源、财会),<5.5k,,,,,,,,,,
3-4年经验,大专,广州,服装,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,武汉,专业服务(咨询、人力资源、财会),excel,<5.5k,,,,,,,,,
1年经验,大专,广州,服装,5.5k-7.01k,,,,,,,,,,
2年经验,本科,广州,互联网,>=12.51k,,,,,,,,,,
无工作经验,大专,合肥,计算机软件,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,上海,互联网,BI,9.01k-12.51k,,,,,,,,,
1年经验,无,广州,服装,<5.5k,,,,,,,,,,
2年经验,大专,成都,奢侈品,<5.5k,,,,,,,,,,
1年经验,大专,杭州,服装,5.5k-7.01k,,,,,,,,,,
无工作经验,高中,合肥,外包服务,5.5k-7.01k,,,,,,,,,,
2年经验,大专,宁波,汽车及零配件,excel,<5.5k,,,,,,,,,
无工作经验,无,昆明,快速消费品(食品、饮料、化妆品),<5.5k,,,,,,,,,,
1年经验,大专,杭州,互联网,<5.5k,,,,,,,,,,
5-7年经验,硕士,深圳,互联网,excel,ppt,>=12.51k,,,,,,,,
3-4年经验,本科,广州,计算机软件,python,sas,java,7.01k-9.01k,,,,,,,
3-4年经验,大专,苏州,家具,<5.5k,,,,,,,,,,
1年经验,大专,宁波,电子技术,excel,<5.5k,,,,,,,,,
无工作经验,大专,成都,外包服务,5.5k-7.01k,,,,,,,,,,
无工作经验,无,杭州,服装,excel,<5.5k,,,,,,,,,
1年经验,大专,广州,互联网,excel,5.5k-7.01k,,,,,,,,,
1年经验,本科,深圳,计算机软件,hadoop,hive,>=12.51k,,,,,,,,
无工作经验,无,广州,网络游戏,mysql,java,>=12.51k,,,,,,,,
2年经验,本科,杭州,互联网,7.01k-9.01k,,,,,,,,,,
无工作经验,大专,广州,金融,9.01k-12.51k,,,,,,,,,,
1年经验,本科,广州,农,9.01k-12.51k,,,,,,,,,,
无工作经验,无,深圳,信托,>=12.51k,,,,,,,,,,
2年经验,大专,苏州,计算机服务(系统、数据服务、维修),hadoop,java,9.01k-12.51k,,,,,,,,
无工作经验,高中,合肥,外包服务,5.5k-7.01k,,,,,,,,,,
5-7年经验,本科,杭州,计算机服务(系统、数据服务、维修),python,sas,java,>=12.51k,,,,,,,
无工作经验,大专,东莞,批发,excel,BI,<5.5k,,,,,,,,
无工作经验,本科,北京,互联网,9.01k-12.51k,,,,,,,,,,
1年经验,本科,武汉,计算机软件,java,7.01k-9.01k,,,,,,,,,
无工作经验,无,广州,金融,7.01k-9.01k,,,,,,,,,,
无工作经验,无,上海,互联网,excel,ppt,<5.5k,,,,,,,,
2年经验,本科,南京,制药,excel,ppt,5.5k-7.01k,,,,,,,,
2年经验,本科,上海,金融,excel,ppt,spss,7.01k-9.01k,,,,,,,
无工作经验,无,广州,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,无,苏州,租赁服务,excel,<5.5k,,,,,,,,,
无工作经验,无,上海,互联网,>=12.51k,,,,,,,,,,
2年经验,本科,长春,制药,ppt,7.01k-9.01k,,,,,,,,,
无工作经验,无,宝鸡,贸易,<5.5k,,,,,,,,,,
2年经验,大专,深圳,互联网,7.01k-9.01k,,,,,,,,,,
3-4年经验,本科,深圳,金融,excel,>=12.51k,,,,,,,,,
3-4年经验,大专,郑州,计算机软件,python,sas,spss,hadoop,BI,mysql,java,9.01k-12.51k,,,
3-4年经验,本科,成都,教育,excel,python,sas,ppt,spss,hadoop,mysql,>=12.51k,,,
1年经验,本科,佛山,贸易,spss,<5.5k,,,,,,,,,
无工作经验,硕士,杭州,互联网,excel,<5.5k,,,,,,,,,
无工作经验,无,深圳,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,大专,南昌,金融,9.01k-12.51k,,,,,,,,,,
3-4年经验,本科,上海,金融,excel,BI,>=12.51k,,,,,,,,
无工作经验,大专,广州,计算机软件,<5.5k,,,,,,,,,,
无工作经验,无,合肥,通信,5.5k-7.01k,,,,,,,,,,
无工作经验,无,合肥,多元化业务集团公司,5.5k-7.01k,,,,,,,,,,
无工作经验,本科,苏州,互联网,spss,<5.5k,,,,,,,,,
无工作经验,本科,上海,政府,7.01k-9.01k,,,,,,,,,,
1年经验,本科,北京,服装,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,广州,快速消费品(食品、饮料、化妆品),5.5k-7.01k,,,,,,,,,,
无工作经验,大专,上饶,仪器仪表,excel,<5.5k,,,,,,,,,
1年经验,大专,苏州,互联网,<5.5k,,,,,,,,,,
2年经验,大专,合肥,互联网,excel,BI,hive,tableau,7.01k-9.01k,,,,,,
1年经验,硕士,北京,互联网,python,sas,>=12.51k,,,,,,,,
无工作经验,本科,北京,计算机服务(系统、数据服务、维修),excel,ppt,5.5k-7.01k,,,,,,,,
无工作经验,本科,杭州,互联网,excel,BI,<5.5k,,,,,,,,
无工作经验,无,合肥,互联网,<5.5k,,,,,,,,,,
2年经验,本科,广州,计算机软件,ppt,9.01k-12.51k,,,,,,,,,
无工作经验,无,杭州,服装,<5.5k,,,,,,,,,,
2年经验,本科,深圳,外包服务,9.01k-12.51k,,,,,,,,,,
无工作经验,无,苏州,电子技术,<5.5k,,,,,,,,,,
2年经验,本科,广州,互联网,excel,9.01k-12.51k,,,,,,,,,
无工作经验,大专,重庆,互联网,excel,spss,<5.5k,,,,,,,,
无工作经验,大专,上海,建筑,<5.5k,,,,,,,,,,
无工作经验,无,福州,专业服务(咨询、人力资源、财会),5.5k-7.01k,,,,,,,,,,
无工作经验,无,深圳,互联网,5.5k-7.01k,,,,,,,,,,
无工作经验,大专,成都,农,excel,spss,<5.5k,,,,,,,,
无工作经验,大专,上海,金融,excel,<5.5k,,,,,,,,,
5-7年经验,本科,合肥,电子技术,python,sas,hadoop,hive,9.01k-12.51k,,,,,,
3-4年经验,本科,西安,金融,9.01k-12.51k,,,,,,,,,,
2年经验,大专,北京,快速消费品(食品、饮料、化妆品),python,sas,spss,7.01k-9.01k,,,,,,,
1年经验,大专,广州,家居,5.5k-7.01k,,,,,,,,,,
无工作经验,无,深圳,贸易,excel,ppt,5.5k-7.01k,,,,,,,,
5-7年经验,硕士,北京,互联网,>=12.51k,,,,,,,,,,
3-4年经验,大专,佛山,服装,excel,ppt,5.5k-7.01k,,,,,,,,
2年经验,大专,广州,服装,excel,<5.5k,,,,,,,,,
无工作经验,大专,重庆,计算机软件,excel,<5.5k,,,,,,,,,
无工作经验,无,广州,互联网,<5.5k,,,,,,,,,,
3-4年经验,无,杭州,快速消费品(食品、饮料、化妆品),excel,<5.5k,,,,,,,,,
3-4年经验,无,广州,服装,<5.5k,,,,,,,,,,
无工作经验,无,昆山,多元化业务集团公司,7.01k-9.01k,,,,,,,,,,
无工作经验,本科,南昌,快速消费品(食品、饮料、化妆品),<5.5k,,,,,,,,,,
无工作经验,大专,重庆,影视,excel,<5.5k,,,,,,,,,
3-4年经验,本科,上海,机械,excel,BI,9.01k-12.51k,,,,,,,,
1年经验,大专,上海,互联网,9.01k-12.51k,,,,,,,,,,
无工作经验,无,合肥,金融,5.5k-7.01k,,,,,,,,,,
无工作经验,本科,南京,互联网,excel,ppt,<5.5k,,,,,,,,
2年经验,本科,天津,专业服务(咨询、人力资源、财会),<5.5k,,,,,,,,,,
2年经验,硕士,上海,医疗,BI,>=12.51k,,,,,,,,,
无工作经验,大专,上海,医疗,excel,ppt,spss,5.5k-7.01k,,,,,,,
1年经验,大专,深圳,机械,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,广州,电气,mysql,java,>=12.51k,,,,,,,,
无工作经验,无,深圳,服装,excel,<5.5k,,,,,,,,,
无工作经验,硕士,呼和浩特,快速消费品(食品、饮料、化妆品),<5.5k,,,,,,,,,,
1年经验,大专,广州,服装,excel,<5.5k,,,,,,,,,
1年经验,大专,广州,服装,<5.5k,,,,,,,,,,
2年经验,大专,深圳,快速消费品(食品、饮料、化妆品),excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,昆明,酒店,<5.5k,,,,,,,,,,
无工作经验,大专,沈阳,互联网,<5.5k,,,,,,,,,,
3-4年经验,大专,深圳,贸易,spss,7.01k-9.01k,,,,,,,,,
1年经验,本科,重庆,计算机软件,<5.5k,,,,,,,,,,
2年经验,本科,上海,计算机软件,python,sas,7.01k-9.01k,,,,,,,,
3-4年经验,大专,成都,汽车及零配件,excel,python,sas,spss,mysql,java,>=12.51k,,,,
无工作经验,本科,台州,银行,9.01k-12.51k,,,,,,,,,,
无工作经验,无,南昌,保险,<5.5k,,,,,,,,,,
2年经验,大专,东莞,批发,excel,mysql,5.5k-7.01k,,,,,,,,
无工作经验,大专,沈阳,互联网,<5.5k,,,,,,,,,,
5-7年经验,大专,福州,批发,excel,9.01k-12.51k,,,,,,,,,
2年经验,大专,九江,互联网,ppt,<5.5k,,,,,,,,,
2年经验,本科,深圳,互联网,python,sas,>=12.51k,,,,,,,,
无工作经验,无,杭州,互联网,excel,<5.5k,,,,,,,,,
无工作经验,大专,杭州,医疗,excel,5.5k-7.01k,,,,,,,,,
无工作经验,无,西安,计算机软件,<5.5k,,,,,,,,,,
无工作经验,无,东莞,计算机软件,5.5k-7.01k,,,,,,,,,,
无工作经验,硕士,广州,金融,python,sas,9.01k-12.51k,,,,,,,,
无工作经验,无,上海,服装,excel,7.01k-9.01k,,,,,,,,,
3-4年经验,本科,广州,互联网,excel,python,sas,ppt,spss,hive,9.01k-12.51k,,,,
无工作经验,无,池州,服装,excel,<5.5k,,,,,,,,,
无工作经验,无,广州,印刷,excel,<5.5k,,,,,,,,,
3-4年经验,本科,杭州,服装,excel,5.5k-7.01k,,,,,,,,,
2年经验,本科,深圳,网络游戏,>=12.51k,,,,,,,,,,
无工作经验,高中,武汉,计算机软件,5.5k-7.01k,,,,,,,,,,
3-4年经验,本科,广州,计算机软件,>=12.51k,,,,,,,,,,
